ts,leg,net_bp,year
1736467200000,bottom,211.3859893093213,2025
1736496000000,bottom,-38.57683807652877,2025
1736524800000,bottom,73.71957938189078,2025
1736553600000,bottom,-19.019348266687153,2025
1736582400000,bottom,-10.7319914692232,2025
1736611200000,bottom,57.357313965827444,2025
1736640000000,bottom,-18.37695522501724,2025
1736668800000,bottom,-89.16085441111375,2025
1736697600000,bottom,-350.8033648790747,2025
1736726400000,bottom,-22.546203972925603,2025
1736755200000,bottom,120.65969571183624,2025
1736784000000,bottom,458.1264023852778,2025
1736899200000,bottom,396.93918153974454,2025
1736956800000,bottom,-0.9192516116256364,2025
1736985600000,bottom,-69.54555123214011,2025
1737014400000,bottom,163.8681884534561,2025
1737043200000,bottom,453.8221689103035,2025
1737072000004,bottom,396.1717800615101,2025
1737129600008,bottom,47.01439805061837,2025
1737158400000,bottom,20.989046113891305,2025
1737676800000,bottom,66.91635849414746,2025
1737705600000,bottom,-91.81397720958205,2025
1737763200000,bottom,-2.963305618967503,2025
1737964800000,bottom,360.8929310233362,2025
1737993600000,bottom,167.75247524752524,2025
1738051200000,bottom,-12.94852750038865,2025
1738281600000,bottom,-247.7046978712187,2025
1738396800000,bottom,-265.98367628282983,2025
1738454400001,bottom,-309.54460172343863,2025
1738483200000,bottom,-447.73844917637626,2025
1738512000000,bottom,-49.36938956582802,2025
1738598400000,bottom,32.30916369612103,2025
1738627200000,bottom,-369.6537128603043,2025
1738684800000,bottom,-152.33739596526783,2025
1738713600001,bottom,-142.89261947385933,2025
1738742400001,bottom,23.09727377461114,2025
1738771200000,bottom,-94.4371865653064,2025
1738800000001,bottom,-5.082285337868907,2025
1738828800001,bottom,-172.46325575332054,2025
1738972800000,bottom,-6.036918796298739,2025
1739001600000,bottom,86.18752676726139,2025
1739030400000,bottom,53.194228685820704,2025
1739059200000,bottom,-7.101387814042891,2025
1739116800000,bottom,60.78052077847019,2025
1739145600000,bottom,84.19339495991785,2025
1739289600000,bottom,-138.0153091557672,2025
1739318400000,bottom,204.70337825051766,2025
1739462400001,bottom,93.99210465610275,2025
1739577600000,bottom,-1.1998981740106593,2025
1739606400000,bottom,-34.88117961717373,2025
1739692800000,bottom,-129.98740596415635,2025
1739808000000,bottom,-35.53158558178103,2025
1740009600000,bottom,170.35188934537106,2025
1740096000001,bottom,-259.3858655383423,2025
1740124800000,bottom,-206.6918692486601,2025
1740153600000,bottom,-156.02146537270698,2025
1740326400000,bottom,-140.3267770008547,2025
1740355200000,bottom,-478.42340666535074,2025
1740499200000,bottom,17.461792381981546,2025
1740643200000,bottom,-836.3469566336083,2025
1740758400000,bottom,89.69487485101247,2025
1740787200000,bottom,184.29645159338494,2025
1740816000000,bottom,149.02591191882155,2025
1740844800001,bottom,333.19748213405177,2025
1740873600000,bottom,953.8293789017878,2025
1740902400000,bottom,688.8012693578223,2025
1740931200000,bottom,269.4930412959169,2025
1740960000001,bottom,-868.6565096511149,2025
1740988800000,bottom,-982.9649675139111,2025
1741046400001,bottom,119.16995648580132,2025
1741075200005,bottom,505.0915387875084,2025
1741305600000,bottom,-361.9612938554999,2025
1741334400001,bottom,-244.7714096339819,2025
1741478400001,bottom,-637.2663511377378,2025
1741996800000,bottom,25.01227630739301,2025
1742025600000,bottom,36.80592827286124,2025
1742054400000,bottom,-133.99796010583765,2025
1742630400004,bottom,-7.884670829049632,2025
1742716800000,bottom,295.7924313573319,2025
1742832000000,bottom,-74.52269601100502,2025
1742860800001,bottom,-27.739453739454177,2025
1742918400000,bottom,-147.42308695508453,2025
1742947200000,bottom,-64.44012038772361,2025
1743004800001,bottom,23.484073600468903,2025
1743091200002,bottom,-341.44267192667877,2025
1743148800001,bottom,-183.40178746473688,2025
1743552000001,bottom,-331.7069255267884,2025
1743955200002,bottom,-521.849319272774,2025
1744185600001,bottom,470.41417096804605,2025
1744358400000,bottom,302.6880036704578,2025
1744675200000,bottom,-137.91381922076118,2025
1745078400000,bottom,-115.18079490808007,2025
1745136000000,bottom,301.58571850103243,2025
1745164800000,bottom,429.1689976261355,2025
1745337600000,bottom,218.24796279986305,2025
1745366400000,bottom,-11.778233524747815,2025
